state,numcol,yieldpercol,totalprod,stocks,priceperlb,prodvalue,year,StateName,Region,FIPS,nCLOTHIANIDIN,nIMIDACLOPRID,nTHIAMETHOXAM,nACETAMIPRID,nTHIACLOPRID,nAllNeonic
MN,120000,53,6360000,2099000,1.63,10367000,2011,Minnesota,Midwest,27,94614.2,42626.3,33626.1,223.2,0.0,171089.8
MN,120000,74,8880000,1598000,0.9,7992000,2005,Minnesota,Midwest,27,17982.9,1101.0,7970.6,0.0,0.0,27054.5
MN,120000,83,9960000,1892000,1.44,14342000,2003,Minnesota,Midwest,27,0.0,375.7,1393.1,0.0,0.0,1768.8
MN,122000,65,7930000,1427000,1.44,11419000,2009,Minnesota,Midwest,27,49606.5,10683.0,28357.5,122.6,0.0,88769.6
MN,122000,68,8296000,2157000,1.84,15265000,2015,Minnesota,Midwest,27,352.0,9611.2,9092.0,0.0,0.0,19055.2
MN,122000,78,9516000,2569000,1.39,13227000,2008,Minnesota,Midwest,27,42875.7,8183.8,21133.2,0.0,0.0,72192.7
MN,124000,59,7316000,1390000,1.69,12364000,2016,Minnesota,Midwest,27,1673.0,3889.8,3943.2,557.1,0.0,10063.1
MN,125000,67,8375000,1591000,1.92,16080000,2012,Minnesota,Midwest,27,135044.1,29129.6,25763.3,227.9,0.0,190164.9
MN,125000,80,1.00E+07,3300000,0.94,9400000,2006,Minnesota,Midwest,27,21232.4,3571.0,15293.6,13.3,0.0,40110.3
MN,126000,62,7812000,1016000,1.86,14530000,2017,Minnesota,Midwest,27,,,,,,
MN,128000,66,8448000,1774000,1.55,13094000,2010,Minnesota,Midwest,27,45267.0,40330.4,23717.8,420.8,0.0,109736.0
MN,130000,58,7540000,1282000,1.99,15005000,2013,Minnesota,Midwest,27,134266.6,34053.6,31282.7,25.7,0.0,199628.6
MN,130000,68,8840000,2564000,1.04,9194000,2007,Minnesota,Midwest,27,28186.4,5190.5,13464.7,0.0,0.0,46841.6
MN,132000,60,7920000,1426000,2.06,16315000,2014,Minnesota,Midwest,27,192952.2,32150.5,41110.0,58.6,0.0,266271.3
MN,135000,75,10125000,1924000,1.08,10935000,2004,Minnesota,Midwest,27,5268.9,3102.5,5202.2,0.0,0.0,13573.6
MN,135000,81,10935000,1859000,0.65,7108000,2001,Minnesota,Midwest,27,0.0,4000.5,104.6,0.0,0.0,4105.1
MN,140000,79,11060000,2765000,0.65,7189000,1998,Minnesota,Midwest,27,0.0,2492.2,0.0,0.0,0.0,2492.2
MN,145000,82,11890000,3210000,0.61,7253000,1999,Minnesota,Midwest,27,0.0,5829.8,0.0,0.0,0.0,5829.8
MN,150000,90,13500000,3105000,0.57,7695000,2000,Minnesota,Midwest,27,0.0,3226.1,0.0,0.0,0.0,3226.1
MO,22000,74,1628000,326000,0.92,1498000,1996,Missouri,Midwest,29,0.0,374.8,0.0,0.0,0.0,374.8
MO,23000,67,1541000,308000,0.73,1125000,1995,Missouri,Midwest,29,0.0,262.7,0.0,0.0,0.0,262.7
MO,24000,73,1752000,298000,0.59,1034000,1993,Missouri,Midwest,29,,,,,,
MO,24000,77,1848000,517000,0.78,1441000,1997,Missouri,Midwest,29,0.0,465.6,0.0,0.0,0.0,465.6
MO,25000,77,1925000,270000,0.53,1020000,1994,Missouri,Midwest,29,,,,,,
MO,25000,77,1925000,366000,0.65,1251000,1992,Missouri,Midwest,29,,,,,,
MO,28000,65,1820000,528000,0.62,1128000,1991,Missouri,Midwest,29,,,,,,
MO,10000,47,470000,85000,2.62,1231000,2013,Missouri,Midwest,29,52530.7,25444.6,21109.8,107.3,0.0,99192.4
MO,10000,52,520000,52000,3.55,1846000,2015,Missouri,Midwest,29,907.2,7645.3,3643.7,34.7,0.0,12230.9
MO,11000,47,517000,57000,1.99,1029000,2009,Missouri,Midwest,29,23669.7,10610.5,24267.1,237.4,0.0,58784.7
MO,11000,52,572000,92000,1.8,1030000,2010,Missouri,Midwest,29,15640.2,23728.6,20191.6,614.3,0.0,60174.7
MO,11000,53,583000,152000,1.68,979000,2008,Missouri,Midwest,29,14583.0,9536.4,13325.3,166.3,0.0,37611.0
MO,12000,47,564000,96000,3.63,2047000,2014,Missouri,Midwest,29,61668.2,53768.3,36203.8,48.4,0.0,151688.7
MO,14000,46,644000,148000,1.12,721000,2007,Missouri,Midwest,29,23367.3,7941.8,11287.0,46.2,0.0,42642.3
MO,15000,46,690000,117000,0.98,676000,2006,Missouri,Midwest,29,12278.1,2711.9,12321.3,152.4,19.2,27482.9
MO,15000,50,750000,180000,1.22,915000,2005,Missouri,Midwest,29,10880.9,6310.5,4482.1,46.8,0.0,21720.3
MO,16000,41,656000,151000,1.36,892000,2004,Missouri,Midwest,29,7062.8,7543.4,5998.0,2125.5,30.2,22759.9
MO,17000,53,901000,189000,1.41,1270000,2003,Missouri,Midwest,29,0.0,736.4,218.5,139.8,0.0,1094.7
MO,18000,50,9.00E+05,189000,1.42,1278000,2002,Missouri,Midwest,29,0.0,901.5,622.6,81.9,0.0,1606.0
MO,22000,61,1342000,336000,0.71,953000,2001,Missouri,Midwest,29,0.0,1112.1,0.5,0.0,0.0,1112.6
MO,23000,66,1518000,455000,0.76,1154000,1998,Missouri,Midwest,29,0.0,2264.3,0.0,0.0,0.0,2264.3
MO,23000,75,1725000,362000,0.6,1035000,2000,Missouri,Midwest,29,0.0,2756.9,0.0,0.0,0.0,2756.9
MO,24000,65,1560000,437000,0.68,1061000,1999,Missouri,Midwest,29,0.0,1382.0,0.0,0.0,0.0,1382.0
MO,7000,53,371000,108000,2.8,1039000,2012,Missouri,Midwest,29,44827.9,32864.5,23240.9,80.7,0.0,101014.0
MO,8000,43,344000,76000,2.14,736000,2011,Missouri,Midwest,29,20725.6,36426.1,33808.2,2474.0,0.0,93433.9
MO,8000,62,496000,30000,2.31,1146000,2016,Missouri,Midwest,29,4303.2,7081.4,1883.5,0.0,0.0,13268.1
MO,8000,65,520000,57000,3.53,1836000,2017,Missouri,Midwest,29,,,,,,
MS,16000,70,1120000,146000,0.68,762000,1995,Mississippi,South,28,0.0,1533.6,0.0,0.0,0.0,1533.6
MS,17000,61,1037000,114000,0.49,508000,1993,Mississippi,South,28,,,,,,
MS,17000,80,1360000,299000,0.87,1183000,1996,Mississippi,South,28,0.0,696.6,0.0,0.0,0.0,696.6
MS,19000,53,1007000,352000,0.48,483000,1994,Mississippi,South,28,,,,,,
MS,19000,73,1387000,777000,0.73,1013000,1997,Mississippi,South,28,0.0,2569.0,0.0,0.0,0.0,2569.0
MS,25000,65,1625000,163000,0.51,829000,1992,Mississippi,South,28,,,,,,
MS,28000,36,1008000,71000,0.52,524000,1991,Mississippi,South,28,,,,,,
MS,13000,80,1040000,83000,1.81,1882000,2017,Mississippi,South,28,,,,,,
MS,14000,104,1456000,87000,1.32,1922000,2009,Mississippi,South,28,3800.9,9380.4,13751.7,743.6,0.0,27676.6
MS,14000,98,1372000,110000,1.3,1784000,2008,Mississippi,South,28,4828.1,12013.8,18536.6,993.2,0.0,36371.7
MS,14000,98,1372000,453000,0.93,1276000,2006,Mississippi,South,28,1550.2,5332.2,27097.0,2585.9,0.0,36565.3
MS,15000,83,1245000,87000,2.4,2988000,2015,Mississippi,South,28,192.9,8338.6,3334.5,304.7,0.0,12170.7
MS,15000,92,1380000,166000,0.91,1256000,2007,Mississippi,South,28,258.5,5697.0,20317.5,1489.5,0.0,27762.5
MS,16000,80,1280000,346000,0.67,858000,2005,Mississippi,South,28,4477.5,7273.6,16903.9,1403.0,0.0,30058.0
MS,16000,98,1568000,78000,1.44,2258000,2010,Mississippi,South,28,2113.7,21952.9,18639.1,200.8,0.0,42906.5
MS,17000,116,1972000,39000,1.86,3668000,2013,Mississippi,South,28,19968.5,12342.7,15532.7,0.0,0.0,47843.9
MS,17000,66,1122000,224000,0.89,999000,2001,Mississippi,South,28,0.0,3182.7,1613.2,0.0,0.0,4795.9
MS,17000,72,1224000,649000,0.69,845000,2000,Mississippi,South,28,0.0,682.0,169.4,0.0,0.0,851.4
MS,18000,115,2070000,104000,1.53,3167000,2011,Mississippi,South,28,6635.4,22192.3,23191.2,303.8,0.0,52322.7
MS,18000,118,2124000,64000,1.77,3759000,2012,Mississippi,South,28,12287.3,22205.7,15563.3,81.0,0.0,50137.3
MS,18000,65,1170000,421000,0.79,924000,2004,Mississippi,South,28,276.4,7601.9,4603.1,2104.3,0.0,14585.7
MS,18000,73,1314000,591000,0.54,710000,1999,Mississippi,South,28,0.0,2514.3,0.0,0.0,0.0,2514.3
MS,18000,78,1404000,281000,1.23,1727000,2002,Mississippi,South,28,0.0,4080.3,3439.8,177.6,0.0,7697.7
MS,18000,86,1548000,898000,0.58,898000,1998,Mississippi,South,28,0.0,1404.8,0.0,0.0,0.0,1404.8
MS,19000,85,1615000,113000,1.73,2794000,2016,Mississippi,South,28,5796.2,9323.8,20000.0,807.8,0.0,35927.8
MS,20000,112,2240000,45000,2.01,4502000,2014,Mississippi,South,28,17883.5,16294.1,22734.8,542.2,0.0,57454.6
MS,21000,69,1449000,246000,1.29,1869000,2003,Mississippi,South,28,0.0,4981.0,2110.9,80.7,0.0,7172.6
MT,86000,92,7912000,1187000,0.57,4510000,1991,Montana,West,30,,,,,,
MT,87000,110,9570000,1818000,0.55,5264000,1992,Montana,West,30,,,,,,
MT,95000,98,9310000,1583000,0.54,5027000,1993,Montana,West,30,,,,,,
MT,106000,80,8480000,1781000,0.72,6106000,1995,Montana,West,30,0.0,7.9,0.0,0.0,0.0,7.9
MT,107000,120,12840000,4237000,0.74,9502000,1997,Montana,West,30,0.0,128.3,0.0,0.0,0.0,128.3
MT,117000,60,7020000,1825000,0.88,6178000,1996,Montana,West,30,0.0,89.0,0.0,0.0,0.0,89.0
MT,119000,105,12495000,3624000,0.52,6497000,1994,Montana,West,30,,,,,,
MT,115000,122,14030000,5472000,0.64,8979000,1998,Montana,West,30,0.0,44.5,0.0,0.0,0.0,44.5
MT,122000,70,8540000,2135000,0.6,5124000,1999,Montana,West,30,0.0,264.2,0.0,0.0,0.0,264.2
MT,124000,88,10912000,4692000,0.59,6438000,2000,Montana,West,30,0.0,616.7,0.0,0.0,0.0,616.7
MT,130000,67,8710000,3136000,0.86,7491000,2005,Montana,West,30,87.4,355.8,169.0,9.7,0.0,621.9
MT,132000,79,10428000,1981000,0.95,9907000,2006,Montana,West,30,17.5,294.4,82.4,6.8,0.0,401.1
MT,134000,63,8442000,1097000,1.38,11650000,2002,Montana,West,30,0.0,55.2,54.1,0.0,0.0,109.3
MT,134000,70,9380000,4596000,1.37,12851000,2008,Montana,West,30,443.8,166.4,410.9,6.2,0.0,1027.3
MT,135000,68,9180000,2479000,0.99,9088000,2007,Montana,West,30,96.1,147.3,80.1,4.8,0.0,328.3
MT,136000,102,13872000,4578000,0.67,9294000,2001,Montana,West,30,0.0,296.6,6.0,0.0,0.0,302.6
MT,140000,77,10780000,3773000,1.08,11642000,2004,Montana,West,30,110.0,201.4,67.7,9.3,0.0,388.4
MT,145000,52,7540000,2413000,1.95,14703000,2012,Montana,West,30,1460.8,8595.8,3206.4,0.0,0.0,13263.0
MT,145000,66,9570000,1914000,1.44,13781000,2003,Montana,West,30,0.0,139.8,29.7,9.6,0.0,179.1
MT,145000,72,10440000,2506000,2.3,24012000,2017,Montana,West,30,,,,,,
MT,145000,92,13340000,3202000,1.7,22678000,2011,Montana,West,30,801.9,5994.0,5910.6,0.0,0.0,12706.5
MT,146000,70,10220000,3577000,1.46,14921000,2009,Montana,West,30,621.9,2619.0,2471.6,4.9,0.0,5717.4
MT,146000,83,12118000,3757000,1.94,23509000,2015,Montana,West,30,0.0,1130.6,36.6,0.7,0.0,1167.9
MT,157000,74,11618000,2905000,1.58,18356000,2010,Montana,West,30,2595.9,5529.1,4624.7,6.4,0.0,12756.1
MT,159000,77,12243000,3183000,1.77,21670000,2016,Montana,West,30,0.0,172.0,137.0,0.0,0.0,309.0
MT,159000,94,14946000,5231000,2.09,31237000,2013,Montana,West,30,1438.8,18253.6,5728.2,5.1,0.0,25425.7
MT,162000,88,14256000,5132000,2.09,29795000,2014,Montana,West,30,2529.9,9591.7,5759.4,2.6,0.0,17883.6
NC,8000,58,464000,139000,1.19,552000,1997,North Carolina,South,37,0.0,8065.8,0.0,0.0,0.0,8065.8
NC,12000,44,528000,53000,1.04,549000,1996,North Carolina,South,37,0.0,1881.2,0.0,0.0,0.0,1881.2
NC,12000,52,624000,162000,0.84,524000,1995,North Carolina,South,37,0.0,610.6,0.0,0.0,0.0,610.6
NC,15000,45,675000,95000,0.79,533000,1992,North Carolina,South,37,,,,,,
NC,15000,53,795000,143000,0.9,716000,1993,North Carolina,South,37,,,,,,
NC,15000,59,885000,266000,0.95,841000,1994,North Carolina,South,37,,,,,,
NC,18000,58,1044000,167000,0.66,689000,1991,North Carolina,South,37,,,,,,
NC,10000,38,380000,84000,3.67,1395000,2013,North Carolina,South,37,14693.5,19714.7,12080.0,261.4,68.7,46818.3
NC,10000,44,440000,79000,1.92,845000,2003,North Carolina,South,37,0.0,2504.1,1090.6,0.0,0.0,3594.7
NC,10000,50,5.00E+05,215000,1.57,785000,2006,North Carolina,South,37,4395.6,7366.0,7042.1,565.0,440.6,19809.3
NC,10000,54,540000,146000,1.88,1015000,2005,North Carolina,South,37,3804.9,6303.5,1130.8,81.7,199.4,11520.3
NC,11000,41,451000,99000,4.34,1957000,2017,North Carolina,South,37,,,,,,
NC,11000,45,495000,84000,2.57,1272000,2009,North Carolina,South,37,8952.2,5843.9,12735.9,376.6,7.2,27915.8
NC,11000,49,539000,243000,1.43,771000,2000,North Carolina,South,37,0.0,2145.2,0.0,0.0,0.0,2145.2
NC,12000,37,444000,89000,4.78,2122000,2016,North Carolina,South,37,10668.5,24306.5,3115.5,728.4,0.0,38818.9
NC,12000,43,516000,88000,3.49,1801000,2014,North Carolina,South,37,20227.0,27637.0,10012.9,320.0,238.7,58435.6
NC,12000,45,540000,103000,4.51,2435000,2015,North Carolina,South,37,644.6,13326.1,4136.0,552.1,185.9,18844.7
NC,12000,45,540000,76000,2.49,1345000,2007,North Carolina,South,37,8126.6,4319.2,6838.4,134.5,218.7,19637.4
NC,12000,52,624000,137000,2.18,1360000,2008,North Carolina,South,37,4130.6,5478.6,15193.8,369.2,298.2,25470.4
NC,13000,39,507000,106000,3.76,1906000,2012,North Carolina,South,37,23591.4,12598.5,12417.2,497.8,45.8,49150.7
NC,13000,44,572000,172000,1.48,847000,2001,North Carolina,South,37,0.0,3898.4,0.0,0.0,0.0,3898.4
NC,13000,46,598000,144000,2.66,1591000,2010,North Carolina,South,37,7108.9,7916.6,7038.0,742.9,121.1,22927.5
NC,14000,62,868000,95000,2.83,2456000,2011,North Carolina,South,37,10678.5,13127.3,13596.8,110.7,170.4,37683.7
NC,16000,42,672000,74000,1.41,948000,2002,North Carolina,South,37,0.0,3016.9,2331.3,0.0,0.0,5348.2
NC,8000,59,472000,151000,1.38,651000,1998,North Carolina,South,37,0.0,6576.4,0.0,0.0,0.0,6576.4
NC,9000,40,360000,72000,1.93,695000,2004,North Carolina,South,37,4368.0,5573.4,1280.5,53.1,28.3,11303.3
NC,9000,46,414000,104000,1.62,671000,1999,North Carolina,South,37,0.0,3549.8,0.0,0.0,0.0,3549.8
ND,215000,103,22145000,3100000,0.54,11958000,1991,North Dakota,Midwest,38,,,,,,
ND,220000,90,19800000,2772000,0.52,10296000,1993,North Dakota,Midwest,38,,,,,,
ND,220000,108,23760000,3802000,0.67,15919000,1995,North Dakota,Midwest,38,,,,,,
ND,230000,86,19780000,4945000,0.9,17802000,1996,North Dakota,Midwest,38,,,,,,
ND,235000,138,32430000,7459000,0.48,15566000,1994,North Dakota,Midwest,38,,,,,,
ND,240000,91,21840000,2184000,0.53,11575000,1992,North Dakota,Midwest,38,,,,,,
ND,245000,100,24500000,7350000,0.74,18130000,1997,North Dakota,Midwest,38,0,951,0,0,0,951
ND,230000,128,29440000,8832000,0.63,18547000,1998,North Dakota,Midwest,38,0.0,2019.4,0.0,0.0,0.0,2019.4
ND,255000,105,26775000,8836000,0.59,15797000,1999,North Dakota,Midwest,38,0.0,7948.8,0.0,0.0,0.0,7948.8
ND,280000,96,26880000,9408000,0.69,18547000,2001,North Dakota,Midwest,38,0.0,3084.9,131.3,0.0,0.0,3216.2
ND,3.00E+05,115,34500000,13800000,0.57,19665000,2000,North Dakota,Midwest,38,0,5383,0,0,0,5383
ND,320000,75,2.40E+07,8160000,1.46,35040000,2002,North Dakota,Midwest,38,0.0,3251.9,484.7,0.0,0.0,3736.6
ND,340000,87,29580000,6803000,1.36,40229000,2003,North Dakota,Midwest,38,0.0,2593.3,424.3,0.0,0.0,3017.6
ND,350000,74,25900000,7770000,0.91,23569000,2006,North Dakota,Midwest,38,2362.6,7025.1,4886.4,0.0,0.0,14274.1
ND,370000,91,33670000,8418000,0.83,27946000,2005,North Dakota,Midwest,38,3687.3,3156.5,5942.6,0.0,0.0,12786.4
ND,390000,78,30420000,9126000,1.05,31941000,2004,North Dakota,Midwest,38,738.0,10202.8,2253.4,0.0,0.0,13194.2
ND,4.00E+05,90,3.60E+07,8640000,1.36,48960000,2008,North Dakota,Midwest,38,8445.2,9953.0,22254.7,0.0,0.0,40652.9
ND,420000,74,31080000,9013000,0.96,29837000,2007,North Dakota,Midwest,38,4917.7,6865.7,10283.6,0.0,0.0,22067.0
ND,450000,77,34650000,7623000,1.38,47817000,2009,North Dakota,Midwest,38,16750.7,17809.8,22704.7,0.0,0.0,57265.2
ND,455000,74,33670000,4377000,1.89,63636000,2017,North Dakota,Midwest,38,,,,,,
ND,460000,71,32660000,7512000,1.67,54542000,2011,North Dakota,Midwest,38,21339.7,13844.6,17261.4,0.0,0.0,52445.7
ND,480000,69,33120000,5962000,1.92,63590000,2012,North Dakota,Midwest,38,47176.9,25924.6,23480.2,0.0,0.0,96581.7
ND,480000,69,33120000,6955000,2.04,67565000,2013,North Dakota,Midwest,38,78412.3,42333.5,22190.4,0.0,0.0,142936.2
ND,485000,78,37830000,6809000,1.85,69986000,2016,North Dakota,Midwest,38,546.6,2346.7,1684.6,0.0,0.0,4577.9
ND,490000,74,36260000,9428000,1.8,65268000,2015,North Dakota,Midwest,38,119.0,12808.6,3281.1,0.0,0.0,16208.7
ND,490000,86,42140000,9271000,1.99,83859000,2014,North Dakota,Midwest,38,49015.4,33305.4,41192.1,0.0,0.0,123512.9
ND,510000,91,46410000,12995000,1.5,69615000,2010,North Dakota,Midwest,38,15085.3,28013.3,17703.9,0.0,0.0,60802.5
NE,60000,73,4380000,1402000,0.73,3197000,1995,Nebraska,Midwest,31,0.0,30.1,0.0,0.0,0.0,30.1
NE,61000,67,4087000,2738000,0.77,3147000,1997,Nebraska,Midwest,31,0.0,539.3,0.0,0.0,0.0,539.3
NE,65000,75,4875000,1755000,0.92,4485000,1996,Nebraska,Midwest,31,0.0,1.9,0.0,0.0,0.0,1.9
NE,72000,55,3960000,1465000,0.56,2218000,1994,Nebraska,Midwest,31,,,,,,
NE,83000,70,5810000,930000,0.53,3079000,1993,Nebraska,Midwest,31,,,,,,
NE,96000,75,7200000,792000,0.53,3816000,1992,Nebraska,Midwest,31,,,,,,
NE,108000,67,7236000,1302000,0.53,3835000,1991,Nebraska,Midwest,31,,,,,,
NE,36000,67,2412000,1254000,1.45,3497000,2008,Nebraska,Midwest,31,52254.1,9830.7,19963.0,0.0,0.0,82047.8
NE,40000,68,2720000,2530000,0.87,2366000,2005,Nebraska,Midwest,31,36206.1,7809.4,8869.2,0.0,0.0,52884.7
NE,41000,55,2255000,902000,1.51,3405000,2010,Nebraska,Midwest,31,27720.9,32164.3,40789.9,0.0,0.0,100675.1
NE,41000,59,2419000,653000,1.75,4233000,2011,Nebraska,Midwest,31,74180.9,27016.1,37316.3,0.0,0.0,138513.3
NE,42000,63,2646000,423000,1.99,5266000,2017,Nebraska,Midwest,31,,,,,,
NE,43000,48,2064000,1115000,0.72,1486000,2001,Nebraska,Midwest,31,0.0,1552.8,22.9,0.0,0.0,1575.7
NE,43000,65,2795000,1146000,1.93,5394000,2012,Nebraska,Midwest,31,115264.2,24340.8,47666.3,0.0,0.0,187271.3
NE,43000,75,3225000,1161000,1.49,4805000,2002,Nebraska,Midwest,31,0.0,363.3,306.0,0.0,0.0,669.3
NE,45000,49,2205000,1477000,1.03,2271000,2007,Nebraska,Midwest,31,31003.7,3883.7,14695.1,0.0,0.0,49582.5
NE,45000,74,3330000,1299000,1.38,4595000,2003,Nebraska,Midwest,31,0.0,135.7,409.1,0.0,0.0,544.8
NE,46000,60,2760000,1628000,2.07,5713000,2013,Nebraska,Midwest,31,134722.1,18239.1,49819.9,0.0,0.0,202781.1
NE,47000,73,3431000,3843000,0.93,3191000,2006,Nebraska,Midwest,31,22747.7,2761.9,8988.5,0.0,0.0,34498.1
NE,48000,46,2208000,640000,1.91,4217000,2016,Nebraska,Midwest,31,0.0,2165.9,1421.9,0.0,0.0,3587.8
NE,48000,56,2688000,1102000,1.46,3924000,2009,Nebraska,Midwest,31,52856.2,9245.6,34858.3,0.0,0.0,96960.1
NE,50000,75,3750000,1688000,2.04,7650000,2014,Nebraska,Midwest,31,135037.2,39838.2,51112.9,1.0,0.0,225989.3
NE,50000,87,4350000,2610000,0.59,2567000,2000,Nebraska,Midwest,31,0.0,2204.3,0.0,0.0,0.0,2204.3
NE,51000,89,4539000,2043000,1.01,4584000,2004,Nebraska,Midwest,31,31677.0,7570.2,4571.1,0.0,0.0,43818.3
NE,57000,48,2736000,1450000,2.04,5581000,2015,Nebraska,Midwest,31,0.0,5562.7,574.6,0.5,0.0,6137.8
NE,58000,77,4466000,1965000,0.61,2724000,1999,Nebraska,Midwest,31,0.0,396.8,0.0,0.0,0.0,396.8
NE,64000,70,4480000,2240000,0.86,3853000,1998,Nebraska,Midwest,31,0.0,591.3,0.0,0.0,0.0,591.3
NJ,5000,45,225000,119000,0.82,185000,1996,New Jersey,Northeast,34,0.0,400.7,0.0,0.0,0.0,400.7
NJ,8000,22,176000,48000,0.91,160000,1992,New Jersey,Northeast,34,,,,,,
NJ,8000,34,272000,57000,0.77,209000,1995,New Jersey,Northeast,34,0.0,378.4,0.0,0.0,0.0,378.4
NJ,9000,28,252000,116000,0.87,219000,1993,New Jersey,Northeast,34,,,,,,
NJ,9000,33,297000,107000,0.63,187000,1994,New Jersey,Northeast,34,,,,,,
NJ,10000,49,490000,201000,1.04,510000,1997,New Jersey,Northeast,34,0.0,179.6,0.0,0.0,0.0,179.6
NJ,11000,31,341000,130000,0.92,314000,1991,New Jersey,Northeast,34,,,,,,
NJ,10000,19,190000,101000,1.6,304000,2003,New Jersey,Northeast,34,0.0,455.1,129.3,0.0,0.0,584.4
NJ,10000,44,440000,154000,0.57,251000,1999,New Jersey,Northeast,34,0.0,581.2,0.0,0.0,0.0,581.2
NJ,11000,32,352000,70000,2.36,831000,2009,New Jersey,Northeast,34,799.7,627.9,373.2,493.3,74.4,2368.5
NJ,11000,34,374000,71000,0.85,318000,2001,New Jersey,Northeast,34,0.0,570.5,3.6,0.0,0.0,574.1
NJ,11000,35,385000,2.00E+05,0.61,235000,2000,New Jersey,Northeast,34,0.0,935.8,0.0,0.0,0.0,935.8
NJ,11000,40,440000,92000,1,440000,2002,New Jersey,Northeast,34,0.0,1761.2,48.9,0.0,0.0,1810.1
NJ,11000,41,451000,135000,3.7,1669000,2011,New Jersey,Northeast,34,328.3,1257.1,342.0,630.8,171.6,2729.8
NJ,11000,44,484000,34000,4.19,2028000,2013,New Jersey,Northeast,34,1716.7,874.5,1156.3,195.9,82.6,4026.0
NJ,11000,49,539000,167000,0.76,410000,1998,New Jersey,Northeast,34,0.0,328.8,0.0,0.0,0.0,328.8
NJ,12000,27,324000,198000,7.09,2297000,2016,New Jersey,Northeast,34,55.9,409.2,80.6,696.0,71.3,1313.0
NJ,12000,27,324000,207000,4.2,1361000,2015,New Jersey,Northeast,34,21.7,580.4,30.5,1015.2,215.4,1863.2
NJ,12000,27,324000,45000,1.4,454000,2004,New Jersey,Northeast,34,326.5,492.1,248.4,5.0,0.0,1072.0
NJ,12000,30,360000,119000,3.13,1127000,2014,New Jersey,Northeast,34,1988.4,1220.4,235.7,875.7,139.2,4459.4
NJ,12000,32,384000,104000,1.2,461000,2005,New Jersey,Northeast,34,795.7,707.7,91.4,105.2,29.6,1729.6
NJ,13000,28,364000,167000,7.86,2861000,2017,New Jersey,Northeast,34,,,,,,
NJ,13000,35,455000,73000,1.9,865000,2010,New Jersey,Northeast,34,574.5,896.4,667.8,204.4,44.4,2387.5
NJ,14000,33,462000,51000,1.97,910000,2012,New Jersey,Northeast,34,1433.6,1333.7,842.1,1029.7,64.7,4703.8
NJ,9000,36,324000,152000,1.14,369000,2006,New Jersey,Northeast,34,523.9,383.7,302.5,34.4,46.8,1291.3
NJ,9000,40,360000,122000,1.62,583000,2008,New Jersey,Northeast,34,542.2,448.8,147.2,467.5,32.7,1638.4
NJ,9000,57,513000,185000,1.96,1005000,2007,New Jersey,Northeast,34,488.8,584.8,194.8,26.5,9.2,1304.1
NM,15000,60,900000,396000,0.87,783000,1997,New Mexico,West,35,0.0,1823.6,0.0,0.0,0.0,1823.6
NM,15000,77,1155000,219000,0.91,1051000,1996,New Mexico,West,35,0.0,1547.7,0.0,0.0,0.0,1547.7
NM,18000,64,1152000,541000,0.68,783000,1993,New Mexico,West,35,,,,,,
NM,18000,68,1224000,502000,0.61,747000,1992,New Mexico,West,35,,,,,,
NM,19000,64,1216000,730000,0.47,572000,1994,New Mexico,West,35,,,,,,
NM,19000,65,1235000,247000,0.83,1025000,1995,New Mexico,West,35,0.0,111.2,0.0,0.0,0.0,111.2
NM,20000,77,1540000,447000,0.56,862000,1991,New Mexico,West,35,,,,,,
NM,10000,70,7.00E+05,350000,0.66,462000,2001,New Mexico,West,35,0.0,426.2,0.6,0.0,0.0,426.8
NM,11000,44,484000,252000,1.1,532000,2002,New Mexico,West,35,0.0,629.1,93.2,40.9,0.0,763.2
NM,14000,55,770000,470000,0.76,585000,1998,New Mexico,West,35,0.0,443.9,0.0,0.0,0.0,443.9
NM,15000,52,780000,476000,0.77,601000,1999,New Mexico,West,35,0.0,385.7,0.0,0.0,0.0,385.7
NM,15000,64,960000,739000,0.72,691000,2000,New Mexico,West,35,0.0,735.3,0.0,0.0,0.0,735.3
NM,5000,52,260000,99000,3.39,881000,2012,New Mexico,West,35,2160.8,1612.1,715.7,6.7,0.0,4495.3
NM,6000,41,246000,108000,1.2,295000,2003,New Mexico,West,35,0.0,722.6,62.0,22.9,0.0,807.5
NM,6000,48,288000,95000,1.48,426000,2008,New Mexico,West,35,876.2,3192.4,307.6,42.6,0.0,4418.8
NM,6000,59,354000,138000,1.42,503000,2007,New Mexico,West,35,478.1,3233.7,270.8,46.3,0.0,4028.9
NM,7000,48,336000,104000,1.19,4.00E+05,2006,New Mexico,West,35,222.6,3587.4,227.6,58.4,0.0,4096.0
NM,7000,49,343000,113000,1.03,353000,2005,New Mexico,West,35,682.3,3013.0,642.8,100.9,0.0,4439.0
NM,7000,56,392000,153000,1.69,662000,2011,New Mexico,West,35,779.5,4876.6,975.6,23.7,0.0,6655.4
NM,7000,60,420000,143000,1.59,668000,2009,New Mexico,West,35,661.2,2559.8,693.1,23.7,0.0,3937.8
NM,7000,66,462000,157000,1.58,730000,2010,New Mexico,West,35,1111.4,2061.3,546.2,80.9,0.0,3799.8
NM,8000,44,352000,127000,1.19,419000,2004,New Mexico,West,35,157.9,3143.2,255.7,134.0,0.0,3690.8
NV,10000,29,290000,38000,0.9,261000,1995,Nevada,West,32,0.0,44.4,0.0,0.0,0.0,44.4
NV,14000,52,728000,328000,0.95,692000,1993,Nevada,West,32,,,,,,
